1,2023-01-01,9908.4760073938,169.9030617236,56.4338040147,0.0,119.2567368618,118.0090444553,0.0823593831,0.0,0.0209418253,0.0,10372.1819556576,green-by-product.csv
2,2023-02-01,8976.6113832541,245.1778004801,17.9057309871,0.0,215.9613109623,106.9068933297,0.0844976959,0.0,0.0194586455,0.0,9562.6670753547,green-by-product.csv
3,2023-03-01,10018.7404377334,382.6339600899,35.3707998494,0.0,317.4058142418,126.5407733063,2.4723284872,0.0126108103,0.0163762851,0.0008171377,10883.1939179411,green-by-product.csv
4,2023-04-01,9781.4146785313,574.9367204237,189.3127638645,0.0,287.216482113,130.1592634244,1.5798966054,0.0425575921,0.0156620618,0.0,10964.6780246162,green-by-product.csv
5,2023-05-01,10067.9987108502,684.8356528245,816.1697441109,0.0,238.1729265231,143.2250996498,1.9022583303,0.1541640637,0.0477665378,0.0,11952.5063228903,green-by-product.csv
6,2023-06-01,9757.3914969245,657.783185261,2147.0900522811,0.0,232.3686337763,146.6255294227,2.1456266458,0.250879819,0.0187218354,0.0,12943.6741259658,green-by-product.csv
7,2023-07-01,10142.7178214188,701.6676652543,789.3458686598,0.0,265.1062869805,151.3768512406,2.4713906186,0.3388558698,0.0317903073,0.0,12053.0565303497,green-by-product.csv
8,2023-08-01,10215.4709079098,1274.8386246842,974.4739351264,0.0675009333,240.0394572223,151.410212814,2.8833119583,0.5096806777,0.024332501,0.0,12859.717963827,green-by-product.csv
9,2023-09-01,10017.2310675731,1903.9246019194,1135.7937371003,0.0,232.2219744597,146.4842321141,3.3232430266,0.5400578969,0.0172816736,0.0,13439.5361957637,green-by-product.csv
10,2023-10-01,10264.2843504483,2557.888238855,1241.769443838,0.0,239.009037105,151.4452781099,4.0729517841,0.5916256195,0.0181829096,0.0,14459.0791086694,green-by-product.csv
11,2023-11-01,9823.6493599697,3475.6411341762,1298.9653785925,0.0,231.7795987895,146.6461096009,4.7875949179,0.6592329811,0.0034995389,0.0,14982.1319085667,green-by-product.csv
12,2023-12-01,10142.2126267668,5229.8617683981,1284.4136581473,324.684,239.6233554631,151.2898098959,5.3470532636,1.5670393439,0.0,0.0,17378.9993112787,green-by-product.csv
13,2024-01-01,9977.3622483333,4731.0727691273,546.555860651,232.006,239.2764832656,151.9117790529,5.5149707862,0.9842191527,0.0,0.0,15884.684330369,green-by-product.csv
14,2024-02-01,9350.3160482729,3828.7189021277,565.371961627,216.456,224.4354151143,142.4240237778,2.1263948441,1.0861999917,0.0,0.0,14330.9349457555,green-by-product.csv
15,2024-03-01,10032.9244861081,5536.9577335497,650.8937402809,1438.757,239.0679460969,152.0215611373,0.8022908179,1.4227393811,0.0,0.0,18052.8474973719,green-by-product.csv
16,2024-04-01,9830.5006540998,5760.5370589234,1009.1479837598,1644.24,230.8498951981,147.7928387257,0.8015742744,1.5019458116,0.0,0.0,18625.3719507928,green-by-product.csv
17,2023-01-01,222.4997158024,0.0,0.0,0.0,33.5430690689,50.4651378825,0.0659416846,0.0,0.0,0.0,306.5738644384,red-by-product.csv
18,2023-02-01,210.5915684858,0.0,0.0484253058,0.0,30.2965678389,45.5621531741,0.0663626252,0.0,0.0,0.0,286.5650774298,red-by-product.csv
19,2023-03-01,228.3168464209,0.0,1434.4856385634,0.0,33.5431957848,50.4397916948,0.1075039268,0.0,0.0,0.0105657038,1746.9035420945,red-by-product.csv
20,2023-04-01,242.395496498,285.3296539954,2375.7639337088,0.0,32.6176598817,48.7089437282,1.0788563559,0.0,0.0,0.0206514833,2985.9151956513,red-by-product.csv
21,2023-05-01,526.6724769878,450.0468542633,3209.1086152237,0.0,33.5425633545,50.3588624781,1.5763424937,0.0,0.0,0.0267092553,4271.3324240564,red-by-product.csv
22,2023-06-01,1252.9369276353,471.3427083169,4149.1199979661,0.0,33.38594191,48.72357512,2.0074609698,0.0,0.0,0.0189991299,5957.535611048,red-by-product.csv
23,2023-07-01,440.7722525817,451.0587082195,2707.686446498,0.0,33.799963425,50.3649029382,2.3568000316,0.0,0.0,0.0214609218,3686.0605346158,red-by-product.csv
